1,Q,R,819.366,428.406,14.1446
2,Q,R,651.917,212.646,37.9053
3,Q,R,659.729,962.372,89.0027
4,Q,K,95.3674,960.571,24
5,Q,W,877.014,859.1,28.9624
6,Q,R,866.364,257.813,17.9074
7,Q,R,167.023,451.996,63.5529
8,Q,W,902.405,120.575,55.8652
9,Q,K,460.114,394.623,4
10,Q,K,836.884,163.452,20
11,Q,R,423.767,922.577,96.6519
12,Q,W,516.876,49.8352,48.6252
13,Q,W,227.875,608.643,71.6278
14,Q,K,644.104,229.309,60
15,Q,W,153.412,118.317,55.4312
16,Q,R,533.478,228.455,45.0766
17,Q,R,659.882,371.368,17.3389
18,Q,R,915.253,966.827,78.9941
19,Q,K,136.444,682.526,54
20,Q,K,154.083,228.973,41
21,Q,W,877.686,510.223,71.2817
22,Q,W,846.222,657.898,86.0501
23,Q,W,966.492,14.6484,74.7424
24,Q,K,109.314,576.904,61
25,Q,W,842.926,339.783,49.5947
26,Q,R,624.084,712.433,57.4033
27,I,100001,511.23,12.0239,0
28,Q,R,740.295,246.033,65.1651
29,Q,R,510.101,714.172,74.5419
30,Q,R,206.818,406.311,42.0334
31,Q,W,980.469,109.833,64.2587
32,U,70,506.073,187.103,0
33,Q,K,588.47,642.639,50
34,Q,K,199.28,512.573,44
35,D,361
36,Q,W,30.2734,140.625,87.157
37,I,100002,821.411,783.6,0
38,Q,K,15.1367,330.444,39
39,D,289
40,Q,W,17.0288,271.729,92.4277
41,Q,W,10.8948,68.7866,35.0159
42,Q,W,741.974,842.896,85.6299
43,Q,K,469.727,180.328,40
44,Q,W,720.703,81.0242,22.8815
45,Q,W,415.07,710.236,72.9846
46,Q,R,181.641,822.784,37.9657
47,Q,K,877.075,526.52,24
48,Q,W,549.896,485.291,16.9214
49,Q,K,120.575,883.148,33
50,Q,R,780.792,444.458,23.6121
51,Q,R,46.9971,140.594,24.7437
52,Q,K,682.739,101.074,59
53,Q,R,950.562,954.254,61.8912
54,Q,W,247.62,831.848,76.9946
55,I,100003,548.096,422.821,0
56,Q,R,129.913,875,47.2272
57,Q,R,66.4978,0.946045,36.3425
58,Q,R,157.959,262.543,87.0801
59,Q,W,746.185,648.132,37.7817
60,Q,R,473.236,259.399,10.3241
61,Q,R,155.365,501.709,82.9492
62,Q,K,337.128,770.721,57
63,Q,R,558.899,336.7,39.339
64,Q,R,297.546,483.124,78.4036
65,Q,K,243.988,570.953,53
66,Q,R,836.761,378.265,29.1492
67,Q,W,191.071,193.451,20.3601
68,Q,W,582.123,339.203,64.9921
69,D,199
70,Q,R,593.353,695.648,42.3849
71,Q,K,812.592,113.861,60
72,Q,W,127.197,460.907,88.7225
73,Q,K,648.59,472.198,55
74,Q,K,273.895,362.183,41
75,Q,K,274.78,619.385,23
76,Q,R,185.303,915.466,97.3083
77,Q,R,876.587,988.098,73.0835
78,Q,W,415.741,984.344,13.8287
79,Q,R,667.694,518.28,48.1802
80,I,100004,508.026,41.7175,0
81,I,100005,56.8848,427.704,0
82,Q,W,431.732,73.0591,28.284
83,Q,K,185.333,690.826,24
84,D,232
85,U,87,897.186,759.155,0
86,Q,W,262.207,750.519,10.8075
87,Q,W,687.988,769.104,63.811
88,Q,K,264.893,860.199,59
89,Q,W,308.228,415.405,52.0557
90,Q,K,10.6812,717.926,6
91,I,100006,952.24,842.499,0
92,Q,R,718.292,72.4792,19.9619
93,Q,R,82.9773,828.4,64.7668
94,Q,R,442.169,128.723,37.5565
95,Q,K,550.659,431.488,10
96,Q,W,804.932,250.153,90.9637
97,Q,R,871.094,207.123,99.577
98,Q,R,827.24,962.25,20.3217
99,Q,R,70.4346,135.803,39.6521
100,Q,W,637.634,129.425,70.3397
101,Q,R,312.439,273.834,24.0515
102,Q,W,868.317,834.229,95.0095
103,Q,R,624.42,439.056,67.1674
104,Q,K,895.233,879.517,52
105,Q,K,717.407,644.775,7
106,Q,R,827.179,450.134,73.6575
107,U,127,346.954,192.902,0
108,Q,K,986.298,956.696,24
109,Q,W,54.1382,158.173,62.6382
110,Q,R,225.769,273.895,47.9468
111,Q,K,471.191,959.808,14
112,Q,R,424.927,602.509,82.6279
113,Q,R,800.293,444.122,12.7713
114,Q,R,511.81,156.158,50.8801
115,Q,K,701.63,21.4844,62
116,Q,W,12.8479,921.844,78.898
117,Q,K,780.945,535.645,21
118,U,331,46.7834,995.331,0
119,Q,R,275.543,318.817,32.8818
120,U,93,484.68,572.784,0
121,Q,W,524.261,926.788,29.5062
122,Q,W,322.357,713.44,62.6492
123,Q,R,495.453,980.042,16.7896
124,Q,R,772.156,598.541,93.0237
125,Q,K,165.924,984.497,53
126,Q,R,811.554,327.484,43.0386
127,Q,K,13.3057,592.651,35
128,Q,W,543.762,433.502,86.7752
129,Q,K,433.594,120.056,39
130,U,264,360.931,397.827,0
131,Q,R,648.071,875.977,50.9598
132,Q,W,176.117,614.349,88.1128
133,Q,W,742.737,626.617,60.1636
134,Q,R,530.182,634.644,33.7167
135,I,100007,17.7307,910.248,0
136,Q,K,357.208,813.141,15
137,Q,K,116.15,935.028,38
138,Q,R,857.666,784.912,94.9792
139,Q,R,165.283,766.846,62.0862
140,Q,R,331.085,669.464,66.0934
141,Q,K,857.086,690.582,50
142,Q,R,164.612,949.677,72.5754
143,D,350
144,Q,W,408.6,274.78,16.1414
145,Q,W,254.272,541.962,91.5488
146,Q,K,371.185,916.29,27
147,Q,W,458.832,177.704,22.1262
