1	0.000000	697.920913
2	157.962479	831.023237
3	362.357483	825.927436
4	212.486206	867.101508
5	221.129089	891.765185
6	102.611252	949.653486
7	74.751747	984.508765
8	359.139404	810.843865
9	260.297913	941.704036
10	118.242004	893.395842
11	255.516739	1000.000000
12	159.249725	953.730126
13	192.442078	926.008969
14	802.868713	299.021606
15	803.052612	299.021606
16	804.891479	300.244598
17	804.983459	300.244598
18	804.431763	299.836934
19	805.810974	300.448430
20	805.351257	300.244598
21	806.270691	299.633102
22	805.994873	299.633102
23	805.994873	299.836934
24	805.443176	299.429270
25	806.362610	300.652263
26	806.454590	300.652263
27	806.546509	300.652263
28	806.638489	300.652263
29	806.362610	299.836934
30	806.362610	299.225438
31	807.006226	299.633102
32	806.822388	300.040766
33	806.454590	300.652263
34	802.684814	298.817774
35	802.684814	298.410110
36	802.684814	298.410110
37	802.684814	298.206278
38	802.776733	297.390950
39	803.328430	298.613942
40	803.328430	298.206278
41	803.420349	297.594782
42	803.788147	298.613942
43	803.972046	298.817774
44	803.972046	297.594782
45	803.144531	296.779454
46	803.696228	296.983286
47	804.523743	299.021606
48	804.523743	299.021606
49	804.799561	297.798614
50	804.983459	297.187118
51	804.799561	296.983286
52	804.431763	296.983286
53	804.431763	297.187118
54	804.431763	296.779454
55	805.535095	298.613942
56	805.902893	298.817774
57	805.443176	298.002446
58	805.902893	297.390950
59	805.902893	297.187118
60	805.259277	296.983286
61	805.351257	296.779454
62	805.259277	296.779454
63	805.535095	296.779454
64	806.454590	298.817774
65	806.362610	298.410110
66	806.822388	297.390950
67	806.730408	298.206278
68	806.638489	298.002446
69	806.454590	297.390950
70	806.362610	296.779454
71	806.730408	296.983286
72	807.006226	297.187118
73	807.098206	296.983286
74	803.788147	295.556461
75	803.696228	295.556461
76	803.420349	295.352629
77	803.420349	294.129637
78	803.604248	294.129637
79	803.696228	295.556461
80	804.431763	295.760294
81	804.891479	295.148797
82	804.891479	295.148797
83	804.891479	295.148797
84	804.891479	295.148797
85	804.891479	295.148797
86	804.891479	294.944965
87	804.431763	294.741133
88	804.615662	294.129637
89	805.627075	296.371790
90	806.178772	295.964126
91	806.270691	295.760294
92	806.086792	295.760294
93	805.994873	295.148797
94	805.443176	294.741133
95	805.718994	294.129637
96	806.178772	294.537301
97	806.178772	294.537301
98	806.178772	295.964126
99	806.362610	295.148797
100	794.593628	263.350999
101	794.593628	263.350999
102	793.766113	265.389319
103	793.858032	264.981655
104	793.858032	265.796983
105	794.409729	264.370159
106	794.685547	264.777823
107	794.501648	263.962495
108	794.777466	263.554831
109	794.317749	263.758663
110	794.409729	263.758663
111	794.501648	263.758663
112	794.501648	263.758663
113	794.593628	263.554831
114	794.593628	263.350999
115	794.593628	263.554831
116	794.593628	263.350999
117	794.593628	263.554831
118	794.501648	263.554831
119	794.501648	263.554831
120	794.593628	263.554831
121	794.869446	265.796983
122	795.329163	263.758663
123	795.880859	263.962495
124	795.604980	264.981655
125	796.064758	264.777823
126	793.490234	260.905014
127	793.490234	260.905014
128	793.582214	261.312678
129	793.582214	261.312678
130	793.674133	262.535671
131	793.674133	262.739503
132	793.766113	262.535671
133	793.766113	262.535671
134	794.041931	261.516510
135	794.133850	261.924174
136	794.501648	263.147167
137	794.501648	263.147167
138	794.409729	263.147167
139	794.593628	262.739503
140	794.593628	262.739503
141	794.593628	262.535671
142	794.501648	261.108846
143	794.777466	262.535671
144	794.777466	262.739503
145	794.593628	262.943335
146	794.593628	263.350999
147	794.869446	262.535671
148	794.869446	262.535671
149	795.237244	263.350999
150	793.766113	258.866694
151	793.858032	258.866694
152	794.501648	258.255198
153	794.133850	259.274358
154	794.041931	259.478190
155	794.501648	260.701182
156	794.501648	260.497350
157	794.685547	260.701182
158	795.788879	258.866694
159	795.329163	258.459030
160	796.800293	259.885854
161	796.708374	259.478190
162	797.627808	258.459030
163	794.133850	256.013045
164	794.133850	256.216877
165	793.766113	257.847534
166	793.766113	257.847534
167	794.041931	257.643702
168	795.880859	257.236038
169	795.604980	257.847534
170	795.788879	257.032205
171	795.788879	255.809213
172	794.869446	256.624541
173	794.869446	256.624541
174	795.053345	256.624541
175	795.145264	256.828373
176	795.237244	256.624541
177	795.053345	256.828373
178	795.237244	256.624541
179	795.237244	256.828373
180	795.237244	256.828373
181	795.237244	256.624541
182	795.145264	256.828373
183	795.145264	256.828373
184	795.145264	256.828373
185	795.237244	256.828373
186	795.145264	257.032205
187	795.145264	257.032205
188	795.145264	258.051366
189	797.076111	256.216877
190	796.432495	256.624541
191	796.064758	255.809213
192	797.351990	256.013045
193	797.443909	256.013045
194	793.306335	255.197717
195	793.582214	254.178557
196	793.674133	254.178557
197	794.041931	255.197717
198	794.225830	255.197717
199	794.409729	255.197717
200	794.501648	255.197717
201	794.317749	254.790053
202	794.685547	253.770893
203	794.593628	253.770893
204	794.593628	253.770893
205	794.317749	253.363229
206	794.409729	253.363229
207	794.961365	253.974725
208	794.961365	253.974725
209	795.053345	254.178557
210	795.237244	255.401549
211	795.237244	255.401549
212	795.329163	253.974725
213	795.329163	253.974725
214	795.329163	253.974725
215	795.421082	253.974725
216	795.421082	253.974725
217	795.421082	253.974725
218	795.421082	253.974725
219	795.421082	253.770893
220	795.421082	253.770893
221	795.421082	253.770893
222	795.604980	253.567061
223	795.421082	253.159397
224	795.972778	253.159397
225	796.524475	253.974725
226	796.248596	253.974725
227	796.248596	253.974725
228	796.064758	253.974725
229	797.719727	253.974725
230	797.443909	253.974725
231	797.627808	253.974725
232	797.627808	253.974725
233	794.225830	250.713412
234	795.329163	252.751733
235	795.513062	252.751733
236	795.329163	252.547901
237	795.053345	252.344068
238	795.053345	252.140236
239	795.053345	251.936404
240	795.053345	251.936404
241	794.869446	251.324908
242	795.329163	251.121076
243	795.421082	251.121076
244	795.421082	251.121076
245	795.145264	250.713412
246	795.421082	251.121076
247	795.421082	251.121076
248	797.076111	252.751733
249	796.800293	252.140236
250	796.432495	251.528740
251	794.777466	271.504280
252	794.777466	271.504280
253	794.685547	271.096616
254	795.145264	271.708113
255	795.237244	271.504280
256	795.237244	271.300448
257	794.225830	269.465960
258	794.225830	269.465960
259	794.133850	269.465960
260	794.409729	269.873624
261	794.501648	269.465960
262	794.041931	268.446800
263	794.041931	268.446800
264	794.501648	269.262128
265	795.053345	270.892784
266	794.961365	270.281288
267	794.777466	266.000815
268	794.041931	266.816143
269	793.766113	266.612311
270	793.858032	266.000815
271	793.858032	266.000815
272	794.041931	267.835304
273	793.858032	267.019976
274	793.766113	266.612311
275	793.766113	266.612311
276	795.972778	266.000815
277	795.972778	266.000815
278	795.972778	266.000815
279	795.972778	266.204647
280	795.696960	266.408479
281	794.961365	266.204647
282	794.961365	266.408479
283	795.053345	266.408479
284	795.880859	268.242968
285	795.788879	268.039136
286	794.961365	266.204647
287	795.972778	266.408479
288	795.972778	266.204647
289	793.398315	255.197717
290	795.421082	251.121076
291	794.501648	263.147167
292	797.627808	253.974725
293	814.545776	284.549531
294	814.453857	284.345699
295	814.637756	284.753363
296	815.189392	283.938035
297	815.281372	284.345699
298	815.005493	285.161027
299	815.097473	285.364859
300	814.453857	284.141867
301	816.016907	286.180188
302	816.200806	284.957195
303	816.292725	284.753363
304	815.649109	284.753363
305	817.212219	285.772523
306	817.028320	284.549531
307	817.120239	283.938035
308	817.212219	283.938035
309	817.028320	283.938035
310	817.947754	285.161027
311	817.855835	285.161027
312	818.039734	283.734203
313	818.683350	284.549531
314	818.591370	283.938035
315	818.959167	285.161027
316	814.086060	282.918875
317	814.086060	283.326539
318	815.189392	282.511211
319	815.005493	282.103547
